4,982,43,17,16,11,7,21,26
4,982,44,7,21,5,13,20,33
3,983,29,42,12,20,14,17,7
3,983,31,13,35,23,26,43,15
5,984,8,33,29,3,44,22,23
5,984,37,36,10,35,23,3,18
3,985,30,4,8,35,18,7,42
3,985,23,21,44,34,30,17,19
1,986,11,17,10,38,19,6,39
1,986,10,7,42,28,41,16,40
3,987,14,41,45,27,42,24,30
3,987,23,29,2,38,15,4,7
4,988,41,20,21,16,45,9,8
4,988,13,31,41,2,30,20,27
2,989,29,3,40,4,25,37,34
2,989,21,18,27,29,17,33,26
3,990,18,5,1,3,38,9,23
3,990,36,26,37,4,25,2,28
3,991,3,23,2,41,6,24,16
3,991,18,13,25,33,31,44,38
5,992,21,24,2,7,11,16,1
5,992,20,33,45,26,12,44,24
1,993,38,40,39,12,9,22,36
1,993,6,24,14,42,18,16,44
3,994,16,25,42,33,38,28,40
3,994,24,27,1,35,3,8,28
4,995,14,17,42,35,7,8,43
4,995,29,13,4,39,1,38,7
3,996,28,12,34,4,10,41,21
3,996,6,11,24,15,32,39,28
1,997,37,10,1,25,18,20,19
1,997,16,7,4,44,24,14,20
1,998,7,4,28,17,22,26,21
1,998,18,45,13,20,17,42,41
1,999,9,2,32,5,39,18,3
1,999,9,1,28,3,18,14,34
4,1000,39,13,19,20,23,10,33
4,1000,19,2,8,22,42,32,39
5,1001,15,37,18,34,8,27,43
5,1001,12,14,10,20,6,42,15
5,1002,8,42,22,10,34,7,32
5,1002,25,38,45,35,33,17,15
1,1003,7,41,16,36,19,32,12
1,1003,39,1,45,43,4,29,31
2,1004,29,32,18,2,6,3,22
2,1004,37,30,15,7,44,39,18
5,1005,10,22,31,12,33,28,29
5,1005,18,29,13,8,24,27,17
1,1006,40,45,2,20,39,28,29
1,1006,37,17,8,15,16,11,36
1,1007,15,31,37,22,34,38,8
1,1007,11,21,16,25,8,19,40
5,1008,30,25,28,9,33,35,32
5,1008,11,31,30,44,41,9,33
2,1009,40,23,7,11,12,37,5
2,1009,29,44,34,23,40,15,20
2,1010,32,8,9,43,39,41,27
2,1010,9,36,15,12,25,34,3
3,1011,22,13,23,19,15,9,17
3,1011,1,35,12,38,9,26,42
5,1012,41,12,15,19,43,14,33
5,1012,35,45,18,20,5,11,3
5,1013,18,5,9,33,36,13,42
5,1013,36,21,22,41,34,26,32
5,1014,12,43,9,41,45,33,24
5,1014,26,3,11,27,18,14,21
4,1015,13,38,21,2,43,7,27
4,1015,37,31,14,23,33,40,44
1,1016,38,21,3,16,23,8,12
1,1016,15,42,34,41,26,28,44
1,1017,45,41,20,33,43,27,11
1,1017,34,22,12,23,18,30,32
5,1018,44,27,12,31,30,29,33
5,1018,45,21,37,25,19,3,35
1,1019,43,3,33,31,41,37,6
1,1019,17,39,1,4,13,34,6
3,1020,27,25,45,30,9,34,16
3,1020,29,12,45,41,27,38,6
2,1021,40,17,16,2,36,9,22
2,1021,12,45,15,24,17,29,16
4,1022,33,21,38,42,37,7,1
4,1022,45,5,11,42,6,29,28
1,1023,19,29,17,1,42,20,4
1,1023,14,16,29,10,35,18,25
2,1024,14,30,24,25,36,27,5
2,1024,22,20,9,38,18,44,10
4,1025,43,40,27,3,9,21,6
4,1025,9,20,29,33,25,8,7
3,1026,4,34,23,16,45,6,39
3,1026,32,13,41,31,12,5,34
1,1027,2,8,26,17,11,20,1
1,1027,35,45,16,14,39,27,5
5,1028,40,38,4,3,14,22,27
5,1028,18,13,7,12,35,5,23
5,1029,2,8,35,21,37,25,3
5,1029,37,32,12,41,30,39,24
4,1030,27,38,10,45,34,22,19
4,1030,5,17,11,29,24,2,9
1,1031,43,21,35,19,15,37,24
1,1031,22,32,6,7,35,36,19
1,1032,42,36,11,34,14,19,38
1,1032,6,36,12,19,1,42,28
4,1033,10,40,20,4,27,25,29
4,1033,20,44,15,35,3,11,10
3,1034,15,29,17,8,30,22,36
3,1034,33,38,40,26,32,31,11
3,1035,40,5,26,30,21,39,3
3,1035,9,14,42,35,34,41,2
4,1036,23,19,30,11,22,38,42
4,1036,22,32,34,2,45,5,39
3,1037,17,19,23,16,38,26,22
3,1037,22,33,14,15,2,27,31
2,1038,27,18,41,28,35,14,1
2,1038,16,27,44,24,37,7,2
5,1039,31,6,8,23,17,37,38
5,1039,19,6,39,36,2,3,26
3,1040,26,6,43,34,11,5,30
3,1040,36,26,31,8,16,29,11
5,1041,28,25,22,5,39,18,10
5,1041,7,11,9,18,6,17,45
2,1042,39,18,15,22,38,9,14
2,1042,43,14,34,23,5,15,4
4,1043,27,28,13,20,14,39,18
4,1043,12,3,5,22,26,31,19
2,1044,36,38,9,45,33,35,25
2,1044,28,26,36,12,17,20,4
5,1045,41,28,35,9,32,10,16
5,1045,19,21,14,6,15,41,37
2,1046,22,31,6,11,14,36,9
2,1046,35,7,29,25,36,16,28
4,1047,8,26,5,22,44,15,16
4,1047,2,33,40,20,44,42,32
2,1048,33,30,8,2,14,27,3
2,1048,6,12,17,21,39,32,30
2,1049,5,36,6,23,31,4,18
2,1049,13,3,5,37,20,21,17
4,1050,16,41,21,14,13,24,34
4,1050,12,6,38,43,31,35,17
2,1051,37,44,31,12,6,35,8
2,1051,26,33,21,32,35,30,44
5,1052,32,29,35,11,22,14,2
5,1052,5,27,17,26,38,35,1
3,1053,12,16,15,21,34,6,11
3,1053,45,30,26,22,34,29,15
4,1054,16,12,23,3,1,13,40
4,1054,27,19,30,14,28,45,33
4,1055,29,36,42,18,2,19,23
4,1055,22,7,33,14,12,4,31
3,1056,2,26,7,18,37,19,3
3,1056,24,32,13,45,20,36,29
4,1057,15,18,6,29,17,40,5
4,1057,45,8,19,40,27,13,12
3,1058,42,2,38,6,44,14,41
3,1058,32,11,23,40,30,25,42
1,1059,9,30,38,40,33,17,24
1,1059,34,25,7,10,40,22,27
3,1060,21,31,41,17,25,1,3
3,1060,38,45,10,3,33,24,36
2,1061,24,3,13,43,16,12,36
2,1061,37,4,45,24,35,27,15
3,1062,17,14,39,22,3,45,7
3,1062,41,31,32,45,20,40,12
4,1063,14,15,22,34,9,3,5
4,1063,24,3,23,6,22,38,30
3,1064,24,44,9,43,32,36,12
3,1064,18,6,35,3,9,22,14
4,1065,3,29,9,30,23,32,40
4,1065,23,3,32,19,18,45,24
1,1066,15,28,32,6,10,27,2
1,1066,16,32,6,21,11,19,45
4,1067,29,9,37,14,4,39,26
4,1067,28,7,10,23,33,19,18
5,1068,42,33,21,26,29,23,22
5,1068,4,19,35,26,7,33,3
5,1069,41,12,2,3,24,18,36
5,1069,31,28,1,18,22,10,44
5,1070,12,28,1,38,26,23,14
5,1070,30,6,41,22,14,3,36
1,1071,30,14,36,5,9,26,12
1,1071,2,30,21,11,35,1,39
1,1072,11,9,6,39,10,27,41
1,1072,23,32,20,18,43,16,27
5,1073,4,44,25,29,21,22,6
5,1073,38,30,18,28,6,32,15
5,1074,18,37,16,5,32,17,26
5,1074,27,1,28,41,20,6,15
2,1075,22,14,18,26,7,28,43
2,1075,35,24,45,44,23,1,10
3,1076,11,39,37,1,42,4,14
3,1076,33,9,7,37,36,3,10
2,1077,38,34,10,5,17,8,31
2,1077,43,40,4,8,30,17,34
1,1078,24,31,38,42,1,43,35
1,1078,36,6,38,10,11,14,43
4,1079,4,1,42,26,12,14,30
4,1079,18,45,37,8,4,24,6
4,1080,43,17,9,27,20,2,26
4,1080,16,23,13,36,44,31,38
5,1081,33,41,16,13,45,31,22
5,1081,38,9,16,24,23,1,17
3,1082,13,3,27,17,26,28,31
3,1082,21,42,27,34,26,32,31
3,1083,40,28,9,11,19,24,14
3,1083,7,22,3,14,38,15,17
1,1084,22,42,18,15,33,26,6
1,1084,29,42,33,8,12,13,5
4,1085,41,26,19,27,37,35,1
4,1085,4,7,17,38,44,18,36
2,1086,21,19,35,3,1,28,39
2,1086,16,27,35,25,36,11,37
1,1087,17,10,6,28,9,44,32
1,1087,34,14,21,18,44,13,16
2,1088,41,10,43,36,9,30,17
2,1088,21,39,30,22,44,11,31
3,1089,11,20,34,1,7,4,30
3,1089,4,31,42,43,37,18,40
1,1090,5,9,28,2,18,43,19
1,1090,29,40,19,12,21,45,1
1,1091,16,44,3,42,30,23,11
1,1091,24,30,23,28,6,20,44
4,1092,3,27,26,32,4,11,7
4,1092,45,26,7,19,33,18,37
5,1093,22,28,17,11,12,10,2
5,1093,17,43,10,30,35,22,44
4,1094,24,39,41,6,14,36,25
4,1094,15,7,6,26,22,40,41
4,1095,43,15,33,28,27,8,42
4,1095,40,34,14,8,29,28,12
1,1096,26,9,39,29,4,42,20
1,1096,43,1,23,19,16,12,34
5,1097,33,11,14,41,31,5,44
5,1097,34,37,40,33,35,14,4
2,1098,11,23,31,9,33,15,18
2,1098,24,16,41,43,21,12,15
5,1099,9,34,24,26,28,5,38
5,1099,20,3,38,40,43,28,4
5,1100,28,14,22,20,26,35,34
5,1100,31,29,26,17,30,43,12
5,1101,29,6,11,19,42,35,14
5,1101,7,6,42,36,13,28,41
1,1102,29,30,43,42,39,24,33
1,1102,26,13,38,37,22,14,20
1,1103,15,23,12,20,14,10,25
1,1103,40,31,12,44,29,10,2
2,1104,12,29,43,34,1,26,3
2,1104,38,30,21,7,1,35,2
1,1105,14,16,22,4,41,13,9
1,1105,39,16,34,40,37,6,11
4,1106,2,4,3,32,11,16,38
4,1106,4,29,1,45,3,42,36
1,1107,29,41,28,40,4,39,18
1,1107,30,41,40,6,14,31,29
3,1108,45,33,30,37,31,3,39
3,1108,7,39,19,37,26,44,27
1,1109,34,6,20,13,30,42,18
1,1109,13,19,12,33,40,10,2
3,1110,4,37,29,35,18,21,39
3,1110,11,20,7,22,3,41,24
5,1111,44,16,22,27,36,18,43
5,1111,30,13,43,33,3,45,4
3,1112,35,7,29,1,38,33,16
3,1112,16,26,20,44,36,42,24
5,1113,20,23,42,1,25,41,43
5,1113,20,32,44,13,21,11,8
4,1114,4,17,5,13,38,18,9
4,1114,16,33,10,38,19,32,3
2,1115,10,13,2,19,4,9,41
2,1115,7,23,12,32,34,36,8
5,1116,28,12,8,1,17,10,21
5,1116,17,30,25,16,31,15,32
2,1117,13,19,26,42,2,28,33
2,1117,4,30,36,33,3,9,7
5,1118,13,19,41,36,44,12,7
5,1118,16,11,14,13,15,45,3
5,1119,39,18,23,34,13,24,31
5,1119,13,9,45,12,20,1,3
3,1120,14,20,12,16,29,15,7
3,1120,41,38,2,26,31,19,34
4,1121,25,33,19,34,21,42,45
4,1121,32,44,38,24,6,31,8
3,1122,41,45,26,31,4,10,14
3,1122,6,30,35,34,21,3,22
5,1123,10,3,12,8,36,7,40
5,1123,21,34,19,35,24,13,26
4,1124,33,24,9,2,21,44,42
4,1124,30,17,34,8,33,3,28
5,1125,8,3,12,45,10,34,40
5,1125,33,6,14,40,25,44,30
2,1126,45,42,25,9,30,27,35
2,1126,11,9,4,40,37,5,7
4,1127,8,34,38,7,20,39,14
4,1127,37,10,15,31,24,30,32
3,1128,32,12,39,37,15,11,30
3,1128,33,28,16,5,1,8,45
1,1129,42,18,31,12,3,16,37
1,1129,17,28,10,5,34,11,22
4,1130,16,26,37,23,28,35,12
4,1130,28,25,19,21,27,15,40
1,1131,43,28,3,15,44,21,31
1,1131,27,14,6,2,38,1,33
5,1132,2,1,29,4,22,24,40
5,1132,41,34,6,7,28,19,5
4,1133,29,33,34,13,36,2,8
4,1133,13,34,29,20,28,14,23
4,1134,3,39,26,11,40,7,31
4,1134,19,7,3,9,13,24,23
3,1135,41,11,14,45,23,44,38
3,1135,1,21,33,19,13,6,4
5,1136,10,20,41,44,4,33,21
5,1136,44,33,42,38,21,35,1
5,1137,22,45,39,44,13,40,32
5,1137,33,45,15,4,9,12,26
4,1138,44,20,37,9,6,4,36
4,1138,19,20,14,34,16,29,35
3,1139,10,35,7,36,9,23,38
3,1139,15,37,12,5,40,30,18
5,1140,38,41,39,19,7,28,15
5,1140,38,29,10,22,31,7,15
3,1141,11,13,23,14,22,44,43
3,1141,21,26,35,12,7,11,20
1,1142,12,8,1,39,44,14,38
1,1142,37,41,30,2,28,8,22
2,1143,23,27,31,5,22,26,1
2,1143,36,17,27,16,10,28,6
2,1144,2,44,14,41,39,32,23
2,1144,34,12,4,26,3,15,6
